date,station_id,region_name,status,alert_type,source,anomaly_score,threshold_p95,threshold_p99,threshold_p995,rr_mm,rain_3d_mm,rain_7d_mm,ff_x,ff_avg,triggers
2019-04-08,96855,Kab. Sleman,WASPADA,ANOMALI_CUACA,LSTM_AUTOENCODER,7.9736714363098145,5.292897081375118,9.178507280349733,9.473002943992615,0.0,33.400000000000055,84.6,2.0,0.0,Anomaly score above WASPADA threshold
2019-04-09,96855,Kab. Sleman,WASPADA,ANOMALI_CUACA,LSTM_AUTOENCODER,7.971855163574219,5.292897081375118,9.178507280349733,9.473002943992615,0.0,0.0,53.00000000000001,2.0,1.0,Anomaly score above WASPADA threshold
2019-04-06,96855,Kab. Sleman,WASPADA,ANOMALI_CUACA,LSTM_AUTOENCODER,7.928894519805908,5.292897081375118,9.178507280349733,9.473002943992615,33.4,36.10000000000005,84.6,2.0,0.0,Anomaly score above WASPADA threshold
2019-04-05,96855,Kab. Sleman,WASPADA,ANOMALI_CUACA,LSTM_AUTOENCODER,7.922281742095947,5.292897081375118,9.178507280349733,9.473002943992615,0.5,19.60000000000006,51.2,2.0,0.0,Anomaly score above WASPADA threshold
2019-04-04,96855,Kab. Sleman,WASPADA,ANOMALI_CUACA,LSTM_AUTOENCODER,7.893675804138184,5.292897081375118,9.178507280349733,9.473002943992615,2.2,50.70000000000006,50.7,2.0,1.0,Anomaly score above WASPADA threshold
2019-04-02,96855,Kab. Sleman,WASPADA,ANOMALI_CUACA,LSTM_AUTOENCODER,7.855511665344238,5.292897081375118,9.178507280349733,9.473002943992615,31.6,31.60000000000006,99.7,2.0,0.0,Anomaly score above WASPADA threshold
2019-04-03,96855,Kab. Sleman,WASPADA,ANOMALI_CUACA,LSTM_AUTOENCODER,7.843564987182617,5.292897081375118,9.178507280349733,9.473002943992615,16.900000000000002,48.50000000000006,71.2,2.0,0.0,Anomaly score above WASPADA threshold
2019-03-18,96855,Kab. Sleman,WASPADA,CURAH_HUJAN_EKSTREM,LSTM_AUTOENCODER,6.782949924468994,5.292897081375118,9.178507280349733,9.473002943992615,170.6,228.30000000000004,248.35,2.0,1.0,Anomaly score above WASPADA threshold; Rainfall above local percentile threshold
2018-12-11,96851,Kab. Sleman,WASPADA,ANGIN_KENCANG,LSTM_AUTOENCODER,5.8050923347473145,5.292897081375118,9.178507280349733,9.473002943992615,15.4,15.7,205.4,5.0,2.0,Anomaly score above WASPADA threshold; Wind above local percentile threshold
2018-12-10,96851,Kab. Sleman,WASPADA,ANGIN_KENCANG,LSTM_AUTOENCODER,5.695339679718018,5.292897081375118,9.178507280349733,9.473002943992615,0.0,59.4,215.6,14.0,3.0,Anomaly score above WASPADA threshold; Wind above local percentile threshold
2018-12-14,96851,Kab. Sleman,WASPADA,ANGIN_KENCANG,LSTM_AUTOENCODER,5.630920886993408,5.292897081375118,9.178507280349733,9.473002943992615,0.3,8.0,82.79999999999997,4.0,2.0,Anomaly score above WASPADA threshold; Wind above local percentile threshold
2018-12-13,96851,Kab. Sleman,WASPADA,ANGIN_KENCANG,LSTM_AUTOENCODER,5.600327968597412,5.292897081375118,9.178507280349733,9.473002943992615,0.0,23.1,99.79999999999998,4.0,2.0,Anomaly score above WASPADA threshold; Wind above local percentile threshold
2018-12-12,96851,Kab. Sleman,WASPADA,ANGIN_KENCANG,LSTM_AUTOENCODER,5.5806779861450195,5.292897081375118,9.178507280349733,9.473002943992615,7.7,23.1,122.09999999999998,5.0,3.0,Anomaly score above WASPADA threshold; Wind above local percentile threshold
2018-12-26,96851,Kab. Sleman,WASPADA,ANGIN_KENCANG,LSTM_AUTOENCODER,5.5458083152771,5.292897081375118,9.178507280349733,9.473002943992615,15.0,27.0,45.69999999999997,5.0,2.0,Anomaly score above WASPADA threshold; Wind above local percentile threshold
2018-12-15,96851,Kab. Sleman,WASPADA,ANGIN_KENCANG,LSTM_AUTOENCODER,5.521389007568359,5.292897081375118,9.178507280349733,9.473002943992615,9.9,10.2,33.59999999999997,6.0,2.0,Anomaly score above WASPADA threshold; Wind above local percentile threshold
2018-12-16,96851,Kab. Sleman,WASPADA,ANOMALI_CUACA,LSTM_AUTOENCODER,5.5141987800598145,5.292897081375118,9.178507280349733,9.473002943992615,8.0,18.200000000000003,41.299999999999976,3.0,2.0,Anomaly score above WASPADA threshold
2018-12-17,96851,Kab. Sleman,WASPADA,ANGIN_KENCANG,LSTM_AUTOENCODER,5.505162715911865,5.292897081375118,9.178507280349733,9.473002943992615,1.0,18.9,42.299999999999976,5.0,2.0,Anomaly score above WASPADA threshold; Wind above local percentile threshold
2018-12-19,96851,Kab. Sleman,WASPADA,ANGIN_KENCANG,LSTM_AUTOENCODER,5.48535680770874,5.292897081375118,9.178507280349733,9.473002943992615,6.3,7.3,25.49999999999997,4.0,2.0,Anomaly score above WASPADA threshold; Wind above local percentile threshold
